track_name,artist_names,spotify_streams,isrc,all_time_rank,track_score
un dia (one day) (feat. tainy),j balvin,828608384,QZM5U2000001,,36.3
fancy,iggy azalea,724486951,GBUM71400597,,36.3
apocalypse,cigarettes after sex,1305189811,USBQU1700034,,36.3
shape of you,xsyborg,3888356417,QZLBC2302789,,36.3
pacas de billetes,natanael cano,199378491,QZ9QQ2300315,,36.2
"villano antillano: bzrp music sessions, vol. 51",bizarrap,305438624,UYB282201027,,36.2
a la antigï¿½ï¿,calibre 50,435614687,QM2EJ1500901,,36.2
castle on the hill,ed sheeran,1340305216,GBAHS1600462,,36.2
gento,sb19,44345269,PHS112300198,,36.2
bebe (feat. anuel aa),ozuna,133601746,USLZJ1789654,,36.2
ýýýýýý,yoasobi,84848838,JPP302300523,,36.1
ýýndigo,camilo,270580897,USSD12100733,,36.1
baby otaku,pablito pesadilla,187646063,QM6P42224728,,36.1
the less i know the better,tame impala,1644031037,AUUM71500303,,36.1
ultra solo remix,polimï¿½ï¿½ westc,340527913,CLPP22200027,,36.1
next thing you know,jordan davis,233212999,USUM72213874,,36.1
faster n harder,6arelyhuman,45351290,QZZ4J2400085,,36.1
bongos (feat. megan thee stallion),cardi b,97991117,USAT22309427,,36.0
better days (neiked x mae muller x polo g),neiked,487150595,GBUM72106057,,36.0
cabaï¿½,el jordan 23,179452105,QM7282354441,,36.0
golden,harry styles,912294568,USSM11912586,,36.0
music for a sushi restaurant,harry styles,408265830,USSM12200609,,36.0
hypnotic data,odetari,111532358,QZVFR2301571,,36.0
bad feeling (oompa loompa),jagwar twin,68270779,QZ22S2300261,,36.0
dance the night,dua lipa,860026452,USAT22305730,,36.0
ram tchum,dennis,62158125,BRSME2400249,,36.0
coal,dylan gossett,170200281,QZNWU2332981,,35.9
runaway,kayden,3508819,QZDA42277779,,35.9
habits (stay high),tove lo,919756735,SE3NM1300101,,35.9
kilerito,brytiago,22216368,QZMZ92407626,,35.9
moonwalking in calabasas (feat. blueface) - remix,ddg,337709342,CA5KR2079526,,35.9
deli,ice spice,190497384,USUG12306323,,35.9
too little light,koko die,24935,PLB172300028,,35.9
god's country,blake shelton,367775924,USWB11900819,,35.8
desejo imortal (it must have been love),gusttavo lima,96328058,BXBAL2300029,,35.8
boa,megan thee stallion,21644029,USAT22402630,,35.8
30 grados,el turko,50652672,QM4TW2445323,,35.8
relax my eyes,anotr,149095636,GBKQU2296427,,35.7
alone,alan walker,738909649,NOG841617010,,35.7
starlight,dave,300668168,GBUM72201160,,35.7
idol,bts,458842811,QM6MZ1886144,,35.7
soy peor,bad bunny,507652985,QZS1Z1649083,,35.7
never stop,ian,8857839,USQX92402275,,35.7
ýýýýýýýýýýýýýýý,tatsuya kitani,173018759,JPU902302107,,35.7
earth song,wizard chan,5408464,QZW9N2244606,,35.7
greece (feat. drake),dj khaled,544564903,USSM12004502,,35.7
jericho,iniko,138403252,USQX92302565,,35.7
someday i'll get it,alek olsen,89292592,GBMJG2330804,,35.6
i fall apart,post malone,1638216382,USUM71614475,,35.6
iced coffee,arthur hill,2035613,SGB502240495,,35.6
anyone,justin bieber,689413808,USUM72023175,,35.6
betty (get money),yung gravy,262402978,USUM72210379,,35.6
paradise (feat. dermot kennedy),meduza,726266033,GBUM72005075,,35.6
bel mercy,jengi,137020536,GBAYE2202575,,35.6
the nights,avicii,1780761618,CH3131340464,,35.6
run,onerepublic,567806129,USUM72004315,,35.6
hate me (with juice wrld),ellie goulding,756657781,GBUM71902944,,35.6
wellerman - sea shanty / 220 kid x billen ted remix,nathan evans,443854471,GBUM72100298,,35.5
mi cuarto,jerry di,427998483,USUM72002612,,35.5
commas,ayra starr,48408512,USUG12400783,,35.5
dial drunk,noah kahan,157881582,USUM72307683,,35.5
angels like you,miley cyrus,940796773,USRC12003754,,35.5
dime cï¿½ï¿½mo qui,christian nodal,261261845,MXUM72006106,,35.5
without me,eminem,2146682342,USAT21602011,,35.5
call it love,felix jaehn,283002053,DEUM72204750,,35.5
rodeo (remix),lah pat,160163510,USAT22301387,,35.5
head down,lost frequencies,51812189,BEHP42300071,,35.5
vete,bad bunny,991885224,QMFME1914637,,35.4
what if,johnny orlando,183453795,CAGFE1800001,,35.4
truck bed,hardy,194689239,QZ22S2200079,,35.4
chosen (feat. ty dolla $ign),blxst,396135437,USP6L2000552,,35.4
que tire pa lante,daddy yankee,375589989,US2BU1901810,,35.4
where the wild things are,luke combs,188142444,US6XF2200441,,35.4
jaldi chhoda ghare bullet se,vinay pandey sanu,72880,ING642301152,,35.4
reina,mora,187631508,QMDA62341722,,35.4
antifragile,le sserafim,458713465,USA2P2230329,,35.4
this girl (kungs vs. cookin' on 3 burners),kungs,1121107262,FR9W11601798,,35.3
dreaming,marshmello,42151775,USRC12302211,,35.3
own brand freestyle,felixthe1st,110291303,QZK6J2144340,,35.3
pussy & millions (feat. travis scott),drake,273457499,USUG12208607,,35.3
sent gamkauwa,shivani singh,29424141,ING642303429,,35.3
bulletproof,nate smith,32849769,USRN12300134,,35.3
i hope,gabby barrett,399778802,TCAEB1919657,,35.3
"...and to those i love, thanks for sticking around",$uicideboy$,675082623,QZAPK1900020,,35.3
bite me,enhypen,263851286,USA2P2319853,,35.3
promises (with sam smith),calvin harris,1036104210,GBARL1801049,,35.3
cover me in sunshine,p!nk,439034558,USRC12100138,,35.3
outside (feat. ellie goulding),calvin harris,1128783268,GBARL1401201,,35.3
bamba (feat. aitch & bia),luciano,201638049,DECE72202389,,35.2
sin querer,fer vazquez,46660424,ARC082300049,,35.2
filhall 2,b praak,81182241,QZLQR2052977,,35.2
tomboy,(g)i-dle,286016224,KRA392100080,,35.2
everything i love,morgan wallen,173756454,USUG12300803,,35.2
ýýýýýýýýýýýýýýýýýý ýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,md faisal ahmed,2274,QZLQR2199831,,35.1
butta my bread,jzyno,46431158,TCAGZ2348437,,35.1
barking,ramz,514888081,GBUM71706255,,35.1
one of them girls,lee brice,382466683,USCRB1900135,,35.1
inferno,sub urban,233661226,USWB12101521,,35.1
hold on,chord overstreet,847578246,USUM71615568,,35.1
bipolar,mc davi,174403309,BXG6R2100310,,35.1
bury a friend,billie eilish,1014870547,USUM71900770,,35.0
"alone, pt. ii",alan walker,606284550,NOG841907010,,35.0
el tsurito,junior h,257812063,QZ9QQ2300262,,35.0
good loyal thots,odetari,222975417,QZES92330937,,35.0
no me acuerdo,thalia,367530155,USSD11800192,,35.0
abcdario,eden muï¿½ï,262504588,MXB952300035,,35.0
freestyle,lil baby,706489684,QZ4JX1760834,,35.0
una locura,ozuna,584776407,USXDR2000574,,35.0
double take,dhruv,826685494,GBMJG1911043,,35.0
trip,ella mai,502147027,USUM71810720,,34.9
ni una ni dos,bm,139873877,UYB282364003,,34.9
un desperdicio,rels b,62552825,UYB282476008,,34.9
el boss,gabito ballesteros,81942319,USA2P2415440,,34.9
la corriente,bad bunny,591704263,QM6MZ2214883,,34.9
polaris - remix,saiko,238718077,QM6P42393140,,34.9
love tonight - david guetta remix edit,shouse,449513936,USA2P2120718,,34.9
5 foot 9,tyler hubbard,193680404,USUM72206482,,34.9
mejor que ayer,diego torres,28210202,USSD12300381,,34.9
lalala,ati2x06,966112900,ES64E2455099,,34.8
broadway girls (feat. morgan wallen),lil durk,344369903,USQX92105926,,34.8
se te nota (with guaynaa),lele pons,437956158,USUM72016220,,34.8
ameno amapiano remix (you wanna bamba),goya menor,62243984,DEE862200008,,34.8
canon and gigue for three violins and continuo in d major: canon,sir neville marriner,88934872,GBAYC2302025,,34.8
mamacita,black eyed peas,527632887,USSM12001556,,34.8
i took a pill in ibiza - seeb remix,mike posner,1949596473,USUM71509342,,34.8
no fuss,zeme libre,1332,USCGH2304209,,34.8
el efecto,rauw alejandro,580054244,QM4TX1940916,,34.7
what lovers do (feat. sza),maroon 5,1206495254,USUM71709292,,34.7
dream girl,izellah,377401,SGB502323140,,34.7
zona de perigo,leo santana,182793453,BRUM72202246,,34.7
crazy form,ateez,58520078,KRD442300022,,34.7
kehribar,burak bulut,68985345,DGA092378278,,34.7
say my grace (feat. travis scott),offset,118851626,USUM72313167,,34.6
drugs from amsterdam,mau p,170829903,GBK6Y2251421,,34.6
m.a - remix,bm,123113806,UYB282364001,,34.6
bby boo (remix),izaak,92573075,USWL12400891,,34.6
what my world spins around,jordan davis,225128269,USUM72208440,,34.6
holiday,lil nas x,551719564,USSM12006375,,34.6
beautiful people (feat. khalid),ed sheeran,1394345347,GBAHS1900885,,34.6
son of a sinner,jelly roll,189577521,QMRSZ2102218,,34.6
animals,maroon 5,1365755853,USUM71409576,,34.6
kurchi madathapetti,thaman s,43280156,INA092319016,,34.6
dna,bts,632727904,KRA381702187,,34.5
excesos,fuerza regida,140289944,QZ9QQ2300776,,34.5
vvv,mikeeysmind,66104800,DGA0L2303147,,34.5
el barco,karol g,304116211,USUM72023902,,34.5
ahora dice,chris jedi,661732009,USUM71606219,,34.5
breakfast challenge song (slowly),spence,861521,TCAFQ2131059,,34.5
heaven,niall horan,229993968,USUG12300779,,34.5
fingers crossed,lauren spencer smith,437029775,TCAFY2118876,,34.5
this side of paradise,coyote theory,515923885,QMW9F1100003,,34.4
pipoco,ana castela,238890270,BXHZ02200008,,34.4
don't go yet,camila cabello,499085551,USSM12104771,,34.4
dna (loving you) [feat. hannah boleyn],billy gillies,71722674,USAT22307379,,34.4
the magic bomb,hoï¿½ï¿½ng,4224438,NLZ542100934,,34.4
how far i'll go,auli'i cravalho,611088459,USWD11677855,,34.4
paani paani,badshah,89815962,INH102100261,,34.4
static,steve lacy,304386086,USRC12202285,,34.4
through da storm,polo g,351007818,USQX91901170,,34.3
sabran,al shami,5501185,LBA132400142,,34.3
komet,udo lindenberg,223211332,DEA622202192,,34.3
la bicicleta,carlos vives,697574595,USSD11600112,,34.3
hecha pa' mi,boza,627556563,USSD12000196,,34.3
spit in my face!,thxsomch,516541770,QZAKB2203051,,34.3
caramelo,ozuna,508151972,USXDR2000567,,34.3
calling my spirit,kodak black,298721490,USAT21812416,,34.3
virtual angel,artms,2371467,KRA382401742,,34.2
everybody dies in their nightmares,xxxtentacion,1590659204,USUYG1156894,,34.2
maria mariah,jc no beat,33605864,BCLWS2302458,,34.2
"shaitan ka saala (from ""housefull 4"")",sohail sen,35269135,INS181905023,,34.2
fï¿½ï¿½s,britney manson,140756753,RUB862300027,,34.2
danza kuduro (feat. lucenzo),don omar,1655575417,FR6F31821340,,34.2
me niego (feat. ozuna & wisin),reik,708166969,MXF011800071,,34.2
"sheï¿½ï¿½ï¿½s gone, da",disclosure,7021860,USA2P2420371,,34.2
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,parkmalody,13900332,TCAHL2371470,,34.2
ma fi leil,nassif zeytoun,1579231,LBA132400447,,34.2
neon blade,moondeity,256121980,SE6QE2237231,,34.1
ho hey,the lumineers,1273869800,USDMG1260805,,34.1
corrido de juan armenta,vicente fernï¿½ï¿½,68134,MXF012400279,,34.1
frozen,madonna,171060866,USWB12105753,,34.1
mahiye jinna sohna,darshan raval,208410725,INW262317735,,34.1
pain,pinkpantheress,595213841,QZFZ52145391,,34.1
t.b.h,qwer,4579390,KRA382401946,,34.1
arms around you (feat. maluma & swae lee),xxxtentacion,587673746,USWB11802264,,34.1
titliaan,afsana khan,60103893,INUM72000090,,34.1
padam padam,kylie minogue,142783595,GB5KW2301017,,34.0
pacto (feat. bryant myers & dei v) - remix,jay wheeler,112634428,USUYG1499990,,34.0
finesse,pheelz,162356099,QZQAY2239272,,34.0
bad blood,taylor swift,602316735,USCJY1431369,,34.0
la intenciï¿½,christian nodal,119369458,QZQPC2100130,,34.0
crazy what love can do,david guetta,371288040,UKWLG2200001,,34.0
man made a bar (feat. eric church),morgan wallen,175095439,USUG12300804,,34.0
volvï¿,aventura,780755736,QMFME2168127,,34.0
bijlee bijlee,harrdy sandhu,185690034,INUM72100076,,34.0
super,seventeen,210481840,USA2P2310675,,33.9
diamonds,sam smith,411109963,GBUM72002531,,33.9
do i wanna know?,arctic monkeys,2188592950,GBCEL1300362,,33.9
self love (spider-man: across the spider-verse),metro boomin,168713011,USUM72308561,,33.9
it's not right but it's okay,mr. belt & wezol,56343820,NLP762300246,,33.9
sweet dreams,koe wetzel,20827832,USQX92401736,,33.9
mittelmeer,pashanim,20583156,DECE72400931,,33.9
another love,tom odell,2444335468,GBARL1300107,,33.9
djadja,aya nakamura,449300755,FRZ041800369,,33.8
look donï¿½ï¿½ï¿½t touch (feat. cade,odetari,184630078,QZVFR2301356,,33.8
we are the people - southstar remix,empire of the sun,131670125,AU2DY2300031,,33.8
"body (remix) [feat. arrdee, e1 (3x3), zt (3x3), bugzy malone, buni, fivio foreign & darkoo]",tion wayne,329901408,GBAHS2100229,,33.8
piyar farak wali,pawan singh,30668840,ING642302554,,33.8
timber (feat. ke$ha),pitbull,1477150302,USRC11301695,,33.8
little life,cordelia,15433188,QZTB32354348,,33.8
love you better,future,128787729,USSM12203790,,33.8
woah,lil baby,420627588,USUG11902877,,33.8
as if it's your last,blackpink,594775179,KRA401700174,,33.7
679 (feat. remy boyz),fetty wap,808010338,QMCE31500250,,33.7
de lunes a lunes,manuel turizo,178247858,QZDYA1800274,,33.7
whistle,jax jones,150399875,GBUM72202305,,33.7
look at me!,xxxtentacion,1432465000,USUYG1131080,,33.7
thang for you (feat. no cap),rylo rodriguez,34566972,QZUZR2307704,,33.7
before you leave me,alex warren,99946842,USAT22314248,,33.7
2humpy is back,2rare,299871,USWB12401052,,33.7
"break up with your girlfriend, i'm bored",ariana grande,975281654,USUM71900409,,33.7
la noia,angelina mango,81694468,ITJG42400001,,33.7
nothing breaks like a heart (feat. miley cyrus),mark ronson,942092206,GBARL1801571,,33.7
tus lï¿½ï¿½gr,mora,231258162,QM4TX2252947,,33.7
la solution,marka,1537,BEW512200007,,33.6
pump,valentino khan,67890975,USZ4V1700087,,33.6
higher love,kygo,943137389,USRC11901901,,33.6
worth nothing (feat. oliver tree) - fast & furious: drift tape/phonk vol 1,twisted,299202591,QZNWZ2297541,,33.6
entre nosotros (remix) [con nicki nicole],tiago pzk,297383787,AR3N42100008,,33.6
love lies (with normani),khalid,937339123,USRC11703646,,33.6
tal para cual,salastkbron,54141672,AR5UH2301964,,33.6
el tï¿½ï¿½,grupo firme,432634168,QZDQH1906375,,33.6
sorriso no rosto,mc ig,11576361,BRWMB2400738,,33.6
"jealousy, jealousy",olivia rodrigo,884616492,USUG12101248,,33.6
shaky shaky,daddy yankee,355833360,US2BU1600020,,33.6
el amante,nicky jam,583299836,USSD11600415,,33.6
icu,coco jones,52106559,USUM72216687,,33.5
way down we go,kaleo,1086861259,USAT21502122,,33.5
joy (in my own time) - tribe song,damien,6300,AUMEV2312696,,33.5
pillowtalk,zayn,1320205697,USRC11600042,,33.5
enemy - radio edit,imagine dragons,820953,USUM72019717,,33.4
when it comes to you,fridayy,36398813,USUM72309787,,33.4
semangat kerjanya kawan,aldo zee,32642,SGB502242208,,33.4
libaas,kaka,76630812,INS402000018,,33.4
ooouuu,young m.a,316267018,US6YF1600026,,33.4
flooded the face,lil uzi vert,125102655,USAT22306846,,33.4
"90-90 nabbe nabbe (from ""jatt nuu chudail takri"")",gippy grewal,6576855,INM432400019,,33.4
"ranjithame (from ""varisu"")",thalapathy vijay,123908201,INS182203495,,33.4
x si volvemos,karol g,491242756,USUM72222547,,33.4
it girl,aliyah's interlude,118193328,QZTB22388736,,33.3
it's a wrap - sped up,mariah carey,35004403,USUM72301683,,33.3
never be lonely,jax jones,27715232,GBUM72400217,,33.3
"give me everything (feat. ne-yo, afrojack & nayer)",pitbull,1164166623,USJAY1100032,,33.3
iko iko (my bestie),justin wellington,314672402,QZFYX1950028,,33.3
beat of your heart,purple disco machine,21179750,DEE862301861,,33.3
low life,future,884825594,USSM11600557,,33.3
oi erro - ao vivo,simone mendes,23883628,BRUM72202351,,33.3
"these days (feat. jess glynne, macklemore & dan caplen)",rudimental,1124147912,GBAHS1701239,,33.3
been like this,meghan trainor,44441672,USSM12401540,,33.2
light it up (feat. nyla & fuse odg) [remix],major lazer,1293191157,QMUY41500182,,33.2
the weekend - funk wav remix,sza,463298197,USRC11702939,,33.2
un coco,bad bunny,534736940,QM6MZ2214892,,33.2
tutu,camilo,594224324,USSD11900263,,33.2
tadow,masego,475786302,QM24S1703810,,33.2
heart like a truck,lainey wilson,156975001,QMRSZ2200986,,33.2
honey boy (feat. nile rodgers & shenseea),purple disco machine,19468909,DEE862400579,,33.2
ya acabo,marca mp,340744110,QZFZ62111678,,33.1
love you so,the king khan & bbq show,16326628,USA3D0700101,,33.1
dogtooth,"tyler, the creator",141377619,USQX92301932,,33.1
all too well (10 minute version) (taylor's version) (from the vault),taylor swift,842558786,USUG12103690,,33.1
"srivalli (from ""pushpa the rise part - 01"")",javed ali,125396685,INS182116113,,33.1
go back (feat. julia church),john summit,12724701,USUG12402628,,33.1
did it again,lil tecca,440181206,USUG11902664,,33.0
"quï¿½ï¿½tenme el telï¿½ï¿½fono (feat. yandel, jay",the academy: segunda misiï¿½,39876490,USWL12400695,,33.0
"kalaastar (from ""honey 3.0"")",yo yo honey singh,31193454,INZ031413795,,33.0
"tshwala bam (feat. s.n.e, eeque)",titom,30674267,ZA56E2415633,,33.0
firestone,kygo,1106264600,SEBGA1400887,,33.0
gossip (feat. tom morello),mï¿½ï¿½ne,239288183,ITB002200841,,33.0
meridian,dave,81911061,GBUM72306716,,33.0
ten by ten,carrier,2265,UKMDH2100069,,33.0
ýýýýýýýýýýýý,anna asti,17080355,RUA1D2370675,,33.0
lou lou,gabito ballesteros,242519709,USA2P2350242,,33.0
dangerous woman,ariana grande,1120622892,USUM71601826,,32.9
on,bts,452491920,QM4TX2001949,,32.9
problem,ariana grande,863631428,USUM71405403,,32.9
supermodel,mï¿½ï¿½ne,308183607,ITB002200385,,32.9
don't call me up,mabel,1016283394,GBUM71808052,,32.9
bodak yellow,cardi b,894360950,USAT21701762,,32.9
latch,disclosure,1017438306,GBUM71302810,,32.9
mourning,post malone,160305133,USUM72306015,,32.9
300 noches,belinda,51637997,MXF152301940,,32.9
how do you sleep?,sam smith,972593978,GBUM71902381,,32.9
baixo,xxanteria,101938916,QZS7J2358214,,32.8
asylum,olivetheboy,4792243,USQX92400566,,32.8
american boy (no rap version),estelle,12102307,QM7YK2300245,,32.8
ceilings,lizzy mcalpine,540382129,GBKPL2280163,,32.8
love on the brain,rihanna,1480311407,QM5FT1600120,,32.8
hibiki,bad bunny,160821035,QMFME2364184,,32.7
gatitas sandungueras vol.1,alvaro diaz,41517704,USUM72401566,,32.7
gangsta's paradise,coolio,1675750095,USTB12000152,,32.7
broccoli (feat. lil yachty),dram,849055927,USUYG1098775,,32.7
lost!,rm,31453044,USA2P2421303,,32.6
stay (with alessia cara),zedd,1224136357,USUM71700736,,32.6
yung bratz,xxxtentacion,442472374,USUYG1142051,,32.6
"saami saami (from ""pushpa the rise part - 01"")",sunidhi chauhan,50831625,INS182116086,,32.6
facas - ao vivo,diego & victor hugo,278318,BC29Q2200025,,32.6
thoda thoda pyaar,stebin ben,122853878,INZ031408749,,32.6
black and yellow,wiz khalifa,636986949,USAT21001800,,32.6
